algoritmo,fold,cutoff,accuracy,f1,kappa,precision,recall,specificity
McFeeters,1,0.8600000000000001,0.5,NA,0,NA,0,1
McFeeters,1,0.8700000000000001,0.5,NA,0,NA,0,1
McFeeters,1,0.8800000000000001,0.5,NA,0,NA,0,1
McFeeters,1,0.8900000000000001,0.5,NA,0,NA,0,1
McFeeters,1,0.9000000000000001,0.5,NA,0,NA,0,1
McFeeters,1,0.9100000000000001,0.5,NA,0,NA,0,1
McFeeters,1,0.9200000000000002,0.5,NA,0,NA,0,1
McFeeters,1,0.9299999999999999,0.5,NA,0,NA,0,1
McFeeters,1,0.94,0.5,NA,0,NA,0,1
McFeeters,1,0.95,0.5,NA,0,NA,0,1
McFeeters,1,0.96,0.5,NA,0,NA,0,1
McFeeters,1,0.97,0.5,NA,0,NA,0,1
McFeeters,1,0.98,0.5,NA,0,NA,0,1
McFeeters,1,0.99,0.5,NA,0,NA,0,1
